2017-10-31 11:33:46.133672
PMID:1418625 no change
PMID:8247132 no change
PMID:1922038 no change
PMID:1922034 no change
PMID:2122231 no change
PMID:323230 no change
PMID:8319300 no change
PMID:8288577 no change
PMID:7559571 no change
PMID:6244896 no change
PMID:10205905 no change
PMID:323218 no change
PMID:9224719 no change
PMID:9224718 no change
PMID:7980603 no change
PMID:1882553 no change
PMID:7615085 no change
PMID:1882552 no change
PMID:9305635 no change
PMID:1882551 no change
PMID:9224714 no change
PMID:8247125 no change
PMID:1882550 no change
PMID:10849793 no change
PMID:10687955 no change
PMID:2404950 no change
PMID:9867878 no change
PMID:7011901 no change
PMID:1922021 no change
PMID:1321035 no change
PMID:2189786 no change
PMID:2189785 no change
PMID:2189783 no change
PMID:7559560 no change
PMID:1882548 no change
PMID:9593144 no change
PMID:8247119 no change
PMID:9321665 no change
PMID:3054485 no change
PMID:9305624 no change
PMID:2404945 no change
PMID:3054483 no change
PMID:8408222 no change
PMID:8408221 no change
PMID:9786949 no change
PMID:9786948 no change
PMID:9786946 no change
PMID:1313008 no change
PMID:9786942 no change
PMID:9867860 no change
PMID:10736160 no change
PMID:1379856 no change
PMID:7493941 no change
PMID:2846277 no change
PMID:8520487 no change
PMID:9073064 no change
PMID:7615060 no change
PMID:7559556 no change
PMID:10688664 no change
PMID:10688661 no change
PMID:9883897 no change
PMID:9194699 no change
PMID:10727409 no change
PMID:9194697 no change
PMID:9867851 no change
PMID:8289273 no change
PMID:10231390 no change
PMID:7711289 no change
PMID:10221913 no change
PMID:9930650 no change
PMID:9593122 no change
PMID:9321645 no change
PMID:9658002 no change
PMID:1450666 no change
PMID:10688655 no change
PMID:10336987 no change
PMID:10688653 no change
PMID:7582869 no change
PMID:11032557 no change
PMID:8289263 no change
PMID:7493921 no change
PMID:10231381 no change
PMID:2684416 no change
PMID:2684414 no change
PMID:3039147 no change
PMID:9153234 no change
PMID:2165073 no change
PMID:9153231 no change
PMID:10688642 no change
PMID:10329685 no change
PMID:9869296 no change
PMID:9786919 no change
PMID:9786918 no change
PMID:2894987 no change
PMID:10329682 no change
PMID:8889516 no change
PMID:8889515 no change
PMID:9867833 no change
PMID:8889514 no change
PMID:8889513 no change
PMID:8889512 no change
PMID:8626784 no change
PMID:10655215 no change
PMID:9259555 no change
PMID:9259554 no change
PMID:10655212 no change
PMID:1396595 no change
PMID:10655211 no change
PMID:10655210 no change
PMID:10224082 no change
PMID:1396591 no change
PMID:1396590 no change
PMID:8440264 no change
PMID:10858499 no change
PMID:2253272 no change
PMID:3053713 no change
PMID:2253271 no change
PMID:10329679 no change
PMID:3047151 no change
PMID:2959859 no change
PMID:7649185 no change
PMID:9259545 no change
PMID:9268290 no change
PMID:9187370 no change
PMID:6764902 no change
PMID:1299624 no change
PMID:6764901 no change
PMID:10231360 no change
PMID:8440256 no change
PMID:9153214 no change
PMID:3053706 no change
PMID:8513150 no change
PMID:9789089 no change
PMID:7021321 no change
PMID:7021320 no change
PMID:10329663 no change
PMID:9867817 no change
PMID:9363789 no change
PMID:9268289 no change
PMID:9428669 no change
PMID:2878926 no change
PMID:10760173 no change
PMID:10751424 no change
PMID:9363784 no change
PMID:9788350 no change
PMID:9188094 no change
PMID:9443973 no change
PMID:10831612 no change
PMID:8626760 no change
PMID:7649171 no change
PMID:6091738 no change
PMID:1396572 no change
PMID:1637871 no change
PMID:7703229 no change
PMID:1371165 no change
PMID:9402522 no change
PMID:7021319 no change
PMID:7021318 no change
PMID:11104700 no change
PMID:1508215 no change
PMID:7021317 no change
PMID:9153201 no change
PMID:1508210 no change
PMID:7021312 no change
PMID:7021311 no change
PMID:9867807 no change
PMID:10831608 no change
PMID:10831607 no change
PMID:8626757 no change
PMID:9363775 no change
PMID:9509575 no change
PMID:1396568 no change
PMID:9509573 no change
PMID:1396567 no change
PMID:9509572 no change
PMID:9356482 no change
PMID:8026498 no change
PMID:2198466 no change
PMID:9443961 no change
PMID:10224056 no change
PMID:8610099 no change
PMID:1396562 no change
PMID:1396561 no change
PMID:1508205 no change
PMID:1508202 no change
PMID:1508200 no change
PMID:9356479 no change
PMID:9356477 no change
PMID:9428646 no change
PMID:10751405 no change
PMID:10224048 no change
PMID:9371781 no change
PMID:3088566 no change
PMID:8041797 no change
PMID:6765606 no change
PMID:6765605 no change
PMID:10224046 no change
PMID:9371780 no change
PMID:8458343 no change
PMID:6765604 no change
PMID:7816822 no change
PMID:6765603 no change
PMID:8041793 no change
PMID:6765600 no change
PMID:3904715 no change
PMID:3312477 no change
PMID:6093170 no change
PMID:1282207 no change
PMID:1100397 no change
PMID:9885287 no change
PMID:9363759 no change
PMID:9371777 no change
PMID:2528687 no change
PMID:10760143 no change
PMID:6430697 no change
PMID:7568225 no change
PMID:8458333 no change
PMID:6430696 no change
PMID:2528682 no change
PMID:10224035 no change
PMID:8384702 no change
PMID:1460079 no change
PMID:7689858 no change
PMID:10329629 no change
PMID:8587981 no change
PMID:10777520 no change
PMID:10329624 no change
PMID:9196079 no change
PMID:9196077 no change
PMID:7575509 no change
PMID:7568218 no change
PMID:7568217 no change
PMID:10760132 no change
PMID:10760130 no change
PMID:3096565 no change
PMID:7488022 no change
PMID:2015895 no change
PMID:8026463 no change
PMID:8026462 no change
PMID:8041770 no change
PMID:6246242 no change
PMID:3311726 no change
PMID:2854201 no change
PMID:8601310 no change
PMID:1452043 no change
PMID:3305160 no change
PMID:1532231 no change
PMID:10777514 no change
PMID:7673186 no change
PMID:7736607 no change
PMID:7736606 no change
PMID:8465606 no change
PMID:8465605 no change
PMID:8465604 no change
PMID:8475081 no change
PMID:7568205 no change
PMID:7736603 no change
PMID:8465602 no change
PMID:7665160 no change
PMID:8472906 no change
PMID:2854200 no change
PMID:7736602 no change
PMID:1822990 no change
PMID:8465601 no change
PMID:7568202 no change
PMID:7736601 no change
PMID:9012791 no change
PMID:3305159 no change
PMID:3305158 no change
PMID:3305157 no change
PMID:1452032 no change
PMID:1452031 no change
PMID:9443919 no change
PMID:8635455 no change
PMID:9443913 no change
PMID:9885246 no change
PMID:9885245 no change
PMID:9789013 no change
PMID:8554526 no change
PMID:3280976 no change
PMID:9443905 no change
PMID:3280974 no change
PMID:3280972 no change
PMID:9371730 no change
PMID:3280971 no change
PMID:3280970 no change
PMID:1639262 no change
PMID:1639260 no change
PMID:3913414 no change
PMID:1452018 no change
PMID:8811859 no change
PMID:9789005 no change
PMID:3280969 no change
PMID:2985283 no change
PMID:6368572 no change
PMID:8723646 no change
PMID:2984552 no change
PMID:7673155 no change
PMID:8554514 no change
PMID:9373181 no change
PMID:1639254 no change
PMID:6790330 no change
PMID:8676879 no change
PMID:10523496 no change
PMID:6288375 no change
PMID:9381192 no change
PMID:9372444 no change
PMID:7738025 no change
PMID:9372442 no change
PMID:8019126 no change
PMID:1655280 no change
PMID:7882985 no change
PMID:8676864 no change
PMID:10508173 no change
PMID:10508172 no change
PMID:3883395 no change
PMID:6456764 no change
PMID:8723629 no change
PMID:8805277 no change
PMID:8805275 no change
PMID:6391880 no change
PMID:6368551 no change
PMID:9020769 no change
PMID:3281673 no change
PMID:1655273 no change
PMID:8041713 no change
PMID:9566969 no change
PMID:8918885 no change
PMID:9559673 no change
PMID:8076599 no change
PMID:8918881 no change
PMID:10508166 no change
PMID:9566960 no change
PMID:9381177 no change
PMID:8244990 no change
PMID:8636134 no change
PMID:7841522 no change
PMID:2560681 no change
PMID:2105497 no change
PMID:7841520 no change
PMID:8692889 no change
PMID:10508157 no change
PMID:10508155 no change
PMID:1101032 no change
PMID:1101031 no change
PMID:6368538 no change
PMID:8732357 no change
PMID:1735447 no change
PMID:9540814 no change
PMID:2543908 no change
PMID:9534253 no change
PMID:9373141 no change
PMID:1903841 no change
PMID:2015812 no change
PMID:6369254 no change
PMID:9541536 no change
PMID:1903839 no change
PMID:9373137 no change
PMID:9373135 no change
PMID:8643406 no change
PMID:9534255 no change
PMID:2536619 no change
PMID:1735446 no change
PMID:2543907 no change
PMID:1903837 no change
PMID:7673107 no change
PMID:7673106 no change
PMID:8643404 no change
PMID:9461342 no change
PMID:8636112 no change
PMID:7891699 no change
PMID:7891695 no change
PMID:7515969 no change
PMID:7891691 no change
PMID:8692861 no change
PMID:8757741 no change
PMID:9534237 no change
PMID:3524397 no change
PMID:2993242 no change
PMID:1654509 no change
PMID:1647215 no change
PMID:1647210 no change
PMID:7891689 no change
PMID:7891685 no change
PMID:7891681 no change
PMID:10347017 no change
PMID:7531994 no change
PMID:8757731 no change
PMID:8244956 no change
PMID:6289048 no change
PMID:8091865 no change
PMID:8091864 no change
PMID:8091863 no change
PMID:8091862 no change
PMID:7770049 no change
PMID:8091860 no change
PMID:7770047 no change
PMID:9710643 no change
PMID:1904546 no change
PMID:7770043 no change
PMID:1904545 no change
PMID:1904543 no change
PMID:1904541 no change
PMID:3522920 no change
PMID:2200955 no change
PMID:2105453 no change
PMID:8934877 no change
PMID:9647839 no change
PMID:7891677 no change
PMID:9566917 no change
PMID:9729482 no change
PMID:8091859 no change
PMID:7770055 no change
PMID:8091861 no change
PMID:9744791 no change
PMID:8091858 no change
PMID:9566913 no change
PMID:8757723 no change
PMID:9575660 no change
PMID:9566911 no change
PMID:2065978 no change
PMID:9710638 no change
PMID:2065973 no change
PMID:9710635 no change
PMID:9710632 no change
PMID:2546055 no change
PMID:9710630 no change
PMID:7770031 no change
PMID:8861964 no change
PMID:9566907 no change
PMID:8319299 no change
PMID:7891662 no change
PMID:8244939 no change
PMID:8319297 no change
PMID:8319296 no change
PMID:8319295 no change
PMID:8319294 no change
PMID:8325852 no change
PMID:6384525 no change
PMID:9710626 no change
PMID:9710623 no change
PMID:1825065 no change
PMID:9461304 no change
PMID:9710620 no change
PMID:8043104 no change
PMID:10036768 no change
PMID:10205895 no change
PMID:9729469 no change
PMID:7876349 no change
PMID:7891656 no change
PMID:10891114 no change
PMID:330495 no change
PMID:8598055 no change
PMID:9990119 no change
PMID:8598053 no change
PMID:8598052 no change
PMID:8861950 no change
PMID:9990118 no change
PMID:9209391 no change
PMID:1833077 no change
PMID:9710615 no change
PMID:9710610 no change
PMID:355897 no change
PMID:8325863 no change
PMID:6376509 no change
PMID:8319292 no change
PMID:3002825 no change
PMID:8220240 no change
PMID:8598049 no change
PMID:8918805 no change
PMID:1698095 no change
PMID:2836792 no change
PMID:2836791 no change
PMID:8765712 no change
PMID:1833068 no change
PMID:1417861 no change
PMID:1832338 no change
PMID:1920546 no change
PMID:1832336 no change
PMID:9710603 no change
PMID:1736102 no change
PMID:7980572 no change
PMID:2674944 no change
PMID:2674942 no change
PMID:3029672 no change
PMID:9111067 no change
PMID:1400467 no change
PMID:6440006 no change
PMID:6440005 no change
PMID:2674934 no change
PMID:3549733 no change
PMID:7876310 no change
PMID:8408192 no change
PMID:8408191 no change
PMID:1825027 no change
PMID:10807578 no change
PMID:2210373 no change
PMID:11008489 no change
PMID:1400451 no change
PMID:2844786 no change
PMID:9071579 no change
PMID:1698067 no change
PMID:7876304 no change
PMID:9664541 no change
PMID:2243798 no change
PMID:8861911 no change
PMID:7876302 no change
PMID:9720054 no change
PMID:9720053 no change
PMID:9111041 no change
PMID:10647186 no change
PMID:10653746 no change
PMID:6749598 no change
PMID:6749597 no change
PMID:1833067 no change
PMID:9729438 no change
PMID:8799844 no change
PMID:9169875 no change
PMID:10564805 no change
PMID:355853 no change
PMID:9736709 no change
PMID:8848052 no change
PMID:8848051 no change
PMID:9736700 no change
PMID:2068093 no change
PMID:2068090 no change
PMID:9786894 no change
PMID:3532321 no change
PMID:355845 no change
PMID:7478587 no change
PMID:9841670 no change
PMID:10848999 no change
PMID:3028908 no change
PMID:2243775 no change
PMID:2068085 no change
PMID:3549700 no change
PMID:2068081 no change
PMID:8799819 no change
PMID:3517002 no change
PMID:795715 no change
PMID:9111022 no change
PMID:10477308 no change
PMID:355836 no change
PMID:10733913 no change
PMID:7639683 no change
PMID:9826359 no change
PMID:9752725 no change
PMID:8335253 no change
PMID:3053683 no change
PMID:8180700 no change
PMID:9111019 no change
PMID:7639677 no change
PMID:1400410 no change
PMID:2196995 no change
PMID:2188974 no change
PMID:10222582 no change
PMID:2837458 no change
PMID:7038684 no change
PMID:2838183 no change
PMID:1508196 no change
PMID:1508195 no change
PMID:3044924 no change
PMID:3044923 no change
PMID:1400408 no change
PMID:3540310 no change
PMID:8464899 no change
PMID:8262374 no change
PMID:2838184 no change
PMID:6765599 no change
PMID:6765598 no change
PMID:6765597 no change
PMID:7038673 no change
PMID:1508189 no change
PMID:1508188 no change
PMID:1508187 no change
PMID:2170848 no change
PMID:1281467 no change
PMID:9786855 no change
PMID:9786851 no change
PMID:9089636 no change
PMID:9346971 no change
PMID:9151708 no change
PMID:1508177 no change
PMID:1508175 no change
PMID:2836700 no change
PMID:7613513 no change
PMID:8898194 no change
PMID:8898193 no change
PMID:7816798 no change
PMID:10734606 no change
PMID:6749538 no change
PMID:10582243 no change
PMID:9185854 no change
PMID:9185851 no change
PMID:6091686 no change
PMID:2188943 no change
PMID:2854195 no change
PMID:8247008 no change
PMID:1874414 no change
PMID:1874413 no change
PMID:1874412 no change
PMID:8247006 no change
PMID:8247005 no change
PMID:8247001 no change
PMID:8898188 no change
PMID:10582239 no change
PMID:8464869 no change
PMID:7568198 no change
PMID:10582237 no change
PMID:357247 no change
PMID:10822807 no change
PMID:9508791 no change
PMID:7736590 no change
PMID:7567461 no change
PMID:331103 no change
PMID:10777497 no change
PMID:3062383 no change
PMID:1611672 no change
PMID:357245 no change
PMID:3062381 no change
PMID:1611670 no change
PMID:10849660 no change
PMID:7568189 no change
PMID:8626695 no change
PMID:1549598 no change
PMID:7567456 no change
PMID:8626693 no change
PMID:7567455 no change
PMID:1717994 no change
PMID:1717990 no change
PMID:1379731 no change
PMID:3062378 no change
PMID:3062377 no change
PMID:1508149 no change
PMID:3302947 no change
PMID:3062376 no change
PMID:8601282 no change
PMID:1508147 no change
PMID:3062375 no change
PMID:3062374 no change
PMID:3062370 no change
PMID:10937860 no change
PMID:10913188 no change
PMID:9443897 no change
PMID:7736577 no change
PMID:7648364 no change
PMID:7567443 no change
PMID:6092387 no change
PMID:1549582 no change
PMID:2677019 no change
PMID:1379722 no change
PMID:3062366 no change
PMID:3062365 no change
PMID:3062363 no change
PMID:3062362 no change
PMID:10856931 no change
PMID:10913179 no change
PMID:8897427 no change
PMID:10913177 no change
PMID:9508768 no change
PMID:7832796 no change
PMID:8625948 no change
PMID:10913172 no change
PMID:9794821 no change
PMID:10913171 no change
PMID:7559417 no change
PMID:2845409 no change
PMID:9778800 no change
PMID:3329796 no change
PMID:9427841 no change
PMID:2406257 no change
PMID:8600534 no change
PMID:2172245 no change
PMID:2406252 no change
PMID:10880982 no change
PMID:3061621 no change
PMID:2406250 no change
PMID:2172241 no change
PMID:10409756 no change
PMID:10913168 no change
PMID:8706857 no change
PMID:8385367 no change
PMID:8626665 no change
PMID:9419816 no change
PMID:7559407 no change
PMID:1572893 no change
PMID:2950378 no change
PMID:7568152 no change
PMID:8025673 no change
PMID:2693034 no change
PMID:8600522 no change
PMID:10873683 no change
PMID:397913 no change
PMID:10409743 no change
PMID:10328823 no change
PMID:10409741 no change
PMID:10744028 no change
PMID:9178509 no change
PMID:9346907 no change
PMID:1549559 no change
PMID:8626655 no change
PMID:9266716 no change
PMID:9178507 no change
PMID:9178506 no change
PMID:10744020 no change
PMID:9178503 no change
PMID:9178502 no change
PMID:10880966 no change
PMID:10864925 no change
PMID:3070351 no change
PMID:3070350 no change
PMID:9877179 no change
PMID:10409737 no change
PMID:10409734 no change
PMID:10329544 no change
PMID:10409732 no change
PMID:10409731 no change
PMID:9267439 no change
PMID:10409730 no change
PMID:9267437 no change
PMID:9267436 no change
PMID:9178505 no change
PMID:9267432 no change
PMID:1468625 no change
PMID:8369302 no change
PMID:1468624 no change
PMID:1468623 no change
PMID:6253454 no change
PMID:6253453 no change
PMID:9851030 no change
PMID:2421539 no change
PMID:1532158 no change
PMID:2854123 no change
PMID:6092340 no change
PMID:10858359 no change
PMID:3127202 no change
PMID:10409728 no change
PMID:10409726 no change
PMID:8993619 no change
PMID:10409721 no change
PMID:7672377 no change
PMID:7568129 no change
PMID:10752025 no change
PMID:2975753 no change
PMID:8626630 no change
PMID:6092337 no change
PMID:3305079 no change
PMID:3047009 no change
PMID:3047007 no change
PMID:10409719 no change
PMID:10409718 no change
PMID:10409716 no change
PMID:2536595 no change
PMID:9524752 no change
PMID:2536593 no change
PMID:9524750 no change
PMID:6327067 no change
PMID:2197605 no change
PMID:7800045 no change
PMID:6093051 no change
PMID:7800043 no change
PMID:10873649 no change
PMID:10792726 no change
PMID:10409709 no change
PMID:7698492 no change
PMID:10417725 no change
PMID:8730867 no change
PMID:8730865 no change
PMID:8643384 no change
PMID:8106549 no change
PMID:7664334 no change
PMID:8626613 no change
PMID:8106544 no change
PMID:8027080 no change
PMID:7800034 no change
PMID:10873636 no change
PMID:10792717 no change
PMID:10794174 no change
PMID:10794173 no change
PMID:10794172 no change
PMID:8619319 no change
PMID:8619318 no change
PMID:8619317 no change
PMID:9612944 no change
PMID:9620962 no change
PMID:8626605 no change
PMID:2278509 no change
PMID:8553703 no change
PMID:8619313 no change
PMID:8553702 no change
PMID:6430565 no change
PMID:6319028 no change
PMID:8553701 no change
PMID:8619311 no change
PMID:6343084 no change
PMID:8553700 no change
PMID:7048027 no change
PMID:6343083 no change
PMID:8027070 no change
PMID:3305044 no change
PMID:10417704 no change
PMID:2544586 no change
PMID:8636074 no change
PMID:8027063 no change
PMID:9566897 no change
PMID:9566893 no change
PMID:8579826 no change
PMID:9566891 no change
PMID:8075796 no change
PMID:2991744 no change
PMID:2537289 no change
PMID:2992470 no change
PMID:8106519 no change
PMID:8106517 no change
PMID:2471670 no change
PMID:8041634 no change
PMID:3321068 no change
PMID:9566889 no change
PMID:8764988 no change
PMID:9566888 no change
PMID:9566886 no change
PMID:9469929 no change
PMID:8764984 no change
PMID:8394042 no change
PMID:9118994 no change
PMID:9566882 no change
PMID:9973338 no change
PMID:8636059 no change
PMID:1718609 no change
PMID:9534180 no change
PMID:8563151 no change
PMID:3321057 no change
PMID:3321055 no change
PMID:9566876 no change
PMID:9566870 no change
PMID:8139928 no change
PMID:10441732 no change
PMID:9710596 no change
PMID:6288260 no change
PMID:9710590 no change
PMID:1493337 no change
PMID:1493334 no change
PMID:1736091 no change
PMID:6351064 no change
PMID:1310793 no change
PMID:10628977 no change
PMID:10628976 no change
PMID:10628975 no change
PMID:10628974 no change
PMID:10628973 no change
PMID:1701209 no change
PMID:10628972 no change
PMID:10628971 no change
PMID:10628970 no change
PMID:6993497 no change
PMID:9493966 no change
PMID:8692795 no change
PMID:9710584 no change
PMID:9710580 no change
PMID:2455608 no change
PMID:6351059 no change
PMID:8636033 no change
PMID:10628969 no change
PMID:2017185 no change
PMID:10468587 no change
PMID:10468586 no change
PMID:10556793 no change
PMID:10468581 no change
PMID:3313013 no change
PMID:3313011 no change
PMID:8405998 no change
PMID:10027971 no change
PMID:8164697 no change
PMID:9566871 no change
PMID:8121805 no change
PMID:7793932 no change
PMID:7515885 no change
PMID:8164691 no change
PMID:9452509 no change
PMID:8636025 no change
PMID:9701822 no change
PMID:9622360 no change
PMID:2104659 no change
PMID:9452501 no change
PMID:2017175 no change
PMID:2017170 no change
PMID:10394943 no change
PMID:10027968 no change
PMID:3313004 no change
PMID:9559558 no change
PMID:3313003 no change
PMID:9487385 no change
PMID:3313002 no change
PMID:9559556 no change
PMID:8164689 no change
PMID:10531376 no change
PMID:9118949 no change
PMID:9118947 no change
PMID:9559551 no change
PMID:8164685 no change
PMID:8164683 no change
PMID:6296254 no change
PMID:9118942 no change
PMID:7922325 no change
PMID:7681022 no change
PMID:2017169 no change
PMID:9701810 no change
PMID:2017168 no change
PMID:8804410 no change
PMID:2017167 no change
PMID:9559549 no change
PMID:7875558 no change
PMID:9559547 no change
PMID:9736691 no change
PMID:9559544 no change
PMID:8596534 no change
PMID:9559543 no change
PMID:8164677 no change
PMID:8164676 no change
PMID:10531363 no change
PMID:9559541 no change
PMID:9559540 no change
PMID:8164675 no change
PMID:6392474 no change
PMID:9215891 no change
PMID:9215890 no change
PMID:9990052 no change
PMID:8164671 no change
PMID:8804409 no change
PMID:8164670 no change
PMID:1744078 no change
PMID:8804406 no change
PMID:3882522 no change
PMID:3882521 no change
PMID:3280807 no change
PMID:8051058 no change
PMID:2120676 no change
PMID:8804400 no change
PMID:9013334 no change
PMID:8051052 no change
PMID:8051050 no change
PMID:10394925 no change
PMID:10394924 no change
PMID:9559539 no change
PMID:10394921 no change
PMID:3549699 no change
PMID:9215889 no change
PMID:3549696 no change
PMID:9215888 no change
PMID:8164669 no change
PMID:9990049 no change
PMID:9215887 no change
PMID:10531356 no change
PMID:9215886 no change
PMID:1328869 no change
PMID:1328868 no change
PMID:9990042 no change
PMID:8164662 no change
PMID:2138781 no change
PMID:2465047 no change
PMID:9461221 no change
PMID:8051047 no change
PMID:2017143 no change
PMID:10548735 no change
PMID:10394916 no change
PMID:2017142 no change
PMID:10394915 no change
PMID:10394911 no change
PMID:8164658 no change
PMID:1945883 no change
PMID:9990037 no change
PMID:8164654 no change
PMID:9990033 no change
PMID:8164651 no change
PMID:9710536 no change
PMID:7915005 no change
PMID:1744053 no change
PMID:2031717 no change
PMID:2201573 no change
PMID:2017134 no change
PMID:10733892 no change
PMID:10394905 no change
PMID:10523319 no change
PMID:7957173 no change
PMID:9207848 no change
PMID:10531336 no change
PMID:7957171 no change
PMID:10523314 no change
PMID:8405945 no change
PMID:7523855 no change
PMID:10523313 no change
PMID:7523854 no change
PMID:9207843 no change
PMID:9702505 no change
PMID:3282237 no change
PMID:3282236 no change
PMID:3282235 no change
PMID:10477278 no change
PMID:10548719 no change
PMID:10548718 no change
PMID:2121371 no change
PMID:2121370 no change
PMID:10653691 no change
PMID:9990019 no change
PMID:9990018 no change
PMID:10523306 no change
PMID:10523302 no change
PMID:1840266 no change
PMID:2121369 no change
PMID:1744032 no change
PMID:10485289 no change
PMID:10636919 no change
PMID:1400380 no change
PMID:10485282 no change
PMID:8855285 no change
PMID:9495346 no change
PMID:9304789 no change
PMID:7892273 no change
PMID:9224597 no change
PMID:1697264 no change
PMID:3029582 no change
PMID:1352881 no change
PMID:1840253 no change
PMID:10556716 no change
PMID:10637632 no change
PMID:153229 no change
PMID:10636918 no change
PMID:9304788 no change
PMID:1697266 no change
PMID:1689242 no change
PMID:7892263 no change
PMID:8085159 no change
PMID:1945844 no change
PMID:9151684 no change
PMID:8422683 no change
PMID:9151683 no change
PMID:8692700 no change
PMID:3117780 no change
PMID:1840248 no change
PMID:3290223 no change
PMID:3100395 no change
PMID:10564728 no change
PMID:7638897 no change
PMID:10556708 no change
PMID:9671747 no change
PMID:7876218 no change
PMID:1939277 no change
PMID:331093 no change
PMID:7892251 no change
PMID:8422673 no change
PMID:8422672 no change
PMID:1505956 no change
PMID:7525273 no change
PMID:3029564 no change
PMID:3029562 no change
PMID:2146742 no change
PMID:9778799 no change
PMID:9778796 no change
PMID:9778795 no change
PMID:2668269 no change
PMID:9736617 no change
PMID:9657156 no change
PMID:9736615 no change
PMID:770231 no change
PMID:1945827 no change
PMID:9151665 no change
PMID:9151663 no change
PMID:1409716 no change
PMID:6802821 no change
PMID:1352851 no change
PMID:1400344 no change
PMID:10645622 no change
PMID:8855249 no change
PMID:8855248 no change
PMID:9671727 no change
PMID:8855246 no change
PMID:9657146 no change
PMID:9914482 no change
PMID:10205741 no change
PMID:10205740 no change
PMID:9778798 no change
PMID:8408076 no change
PMID:1939252 no change
PMID:8182083 no change
PMID:3036836 no change
PMID:3036833 no change
PMID:9150920 no change
PMID:2138705 no change
PMID:1400338 no change
PMID:10910977 no change
PMID:3011425 no change
PMID:2114025 no change
PMID:8536994 no change
PMID:8536992 no change
PMID:7957107 no change
PMID:9671713 no change
PMID:8182076 no change
PMID:10029310 no change
PMID:7957102 no change
PMID:1939242 no change
PMID:8182072 no change
PMID:8182070 no change
PMID:8536989 no change
PMID:3011415 no change
PMID:7559398 no change
PMID:8862519 no change
PMID:8190089 no change
PMID:9055409 no change
PMID:3141794 no change
PMID:8190082 no change
PMID:3036817 no change
PMID:2229081 no change
PMID:3011405 no change
PMID:10727241 no change
PMID:10573421 no change
PMID:2188875 no change
PMID:9072164 no change
PMID:1441757 no change
PMID:1441756 no change
PMID:8261515 no change
PMID:1441755 no change
PMID:8190072 no change
PMID:1441754 no change
PMID:1441753 no change
PMID:2229072 no change
PMID:8261511 no change
PMID:1441751 no change
PMID:1441750 no change
PMID:9698557 no change
PMID:9698553 no change
PMID:9258674 no change
PMID:1441752 no change
PMID:9258672 no change
PMID:10735250 no change
PMID:9258671 no change
PMID:9258670 no change
PMID:1970569 no change
PMID:2845366 no change
PMID:8408039 no change
PMID:2420798 no change
PMID:1441749 no change
PMID:2845361 no change
PMID:323014 no change
PMID:7541254 no change
PMID:2845360 no change
PMID:2844630 no change
PMID:8190062 no change
PMID:1441743 no change
PMID:1441740 no change
PMID:1425702 no change
PMID:3540206 no change
PMID:9753326 no change
PMID:2934294 no change
PMID:2156159 no change
PMID:8504254 no change
PMID:8343143 no change
PMID:9241271 no change
PMID:3045532 no change
PMID:2197599 no change
PMID:7559351 no change
PMID:2854095 no change
PMID:2851900 no change
PMID:8262212 no change
PMID:10689193 no change
PMID:10409694 no change
PMID:8993585 no change
PMID:8993582 no change
PMID:9435793 no change
PMID:10647015 no change
PMID:8016869 no change
PMID:7047296 no change
PMID:1709881 no change
PMID:8016863 no change
PMID:331007 no change
PMID:2676205 no change
PMID:2676204 no change
PMID:10791970 no change
PMID:9435789 no change
PMID:8392589 no change
PMID:9435788 no change
PMID:8553697 no change
PMID:8626596 no change
PMID:9868371 no change
PMID:8553693 no change
PMID:7823964 no change
PMID:9427760 no change
PMID:2860638 no change
PMID:9241249 no change
PMID:10689174 no change
PMID:10791961 no change
PMID:7817398 no change
PMID:10329480 no change
PMID:7639519 no change
PMID:8538376 no change
PMID:7823954 no change
PMID:7559327 no change
PMID:3094963 no change
PMID:2197561 no change
PMID:8960132 no change
PMID:8600445 no change
PMID:2854061 no change
PMID:8600444 no change
PMID:4376212 no change
PMID:9241232 no change
PMID:9348289 no change
PMID:7823948 no change
PMID:9427746 no change
PMID:9604893 no change
PMID:7823946 no change
PMID:2197558 no change
PMID:8626573 no change
PMID:9604890 no change
PMID:10207108 no change
PMID:7823941 no change
PMID:7823940 no change
PMID:10207101 no change
PMID:2501657 no change
PMID:9890948 no change
PMID:9890947 no change
PMID:10409655 no change
PMID:10409653 no change
PMID:9604886 no change
PMID:9604885 no change
PMID:9604884 no change
PMID:8633854 no change
PMID:8464724 no change
PMID:10824121 no change
PMID:1549466 no change
PMID:8706752 no change
PMID:8449413 no change
PMID:1387626 no change
PMID:9930410 no change
PMID:7815934 no change
PMID:10329478 no change
PMID:9321405 no change
PMID:3151185 no change
PMID:3151184 no change
PMID:9321403 no change
PMID:10337474 no change
PMID:8993534 no change
PMID:8626558 no change
PMID:8722786 no change
PMID:7823929 no change
PMID:8993533 no change
PMID:8993532 no change
PMID:8617808 no change
PMID:7737175 no change
PMID:8626555 no change
PMID:2198267 no change
PMID:8449406 no change
PMID:7568044 no change
PMID:10898986 no change
PMID:8121795 no change
PMID:7737170 no change
PMID:2198263 no change
PMID:3151178 no change
PMID:2406136 no change
PMID:2414151 no change
PMID:10409639 no change
PMID:6300123 no change
PMID:10329445 no change
PMID:10417652 no change
PMID:10417650 no change
PMID:7823918 no change
PMID:2528496 no change
PMID:2895470 no change
PMID:7823915 no change
PMID:10230407 no change
PMID:10824101 no change
PMID:8464704 no change
PMID:7816623 no change
PMID:7568034 no change
